Bus_Name,Bus_Type,Starting_Time,Ending_Time,Total_Duration,Price,Seats_Available,Ratings,Route_Link,Route_Name
ORM Tours and Travels,A/C Sleeper (2+1),20:20,02:30,06h 10m,1000.0,22 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
AR & BCVR Travels,A/C Sleeper (2+1),21:15,03:00,05h 45m,700.0,26 Seats available,4.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:05,02:10,04h 05m,537.0,25 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:30,03:00,05h 30m,900.0,30 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
GreenLine Travels And Holidays,VE A/C Sleeper (2+1),23:15,02:40,03h 25m,1249.0,32 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:30,02:30,03h 00m,1260.0,7 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
GreenLine Travels And Holidays,A/C Sleeper (2+1),22:30,02:00,03h 30m,900.0,21 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
GreenLine Travels And Holidays,NON A/C Sleeper (2+1),21:00,03:30,06h 30m,849.0,23 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
DHANUNJAYA TRAVELS,A/C Seater / Sleeper (2+1),23:45,02:50,03h 05m,760.0,46 Seats available,2.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
NS Holidays,NON A/C Sleeper (2+1),21:45,02:15,04h 30m,810.0,16 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Morning Star Travels,A/C Sleeper (2+1),12:30,17:00,04h 30m,1290.0,18 Seats available,1.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),15:15,19:00,03h 45m,1329.0,11 Seats available,1.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),20:00,01:35,05h 35m,1473.0,46 Seats available,1.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Intercity travels,Bharat Benz A/C Sleeper (2+1),22:30,02:15,03h 45m,899.0,24 Seats available,5.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:10,02:50,03h 40m,1200.0,25 Seats available,2.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),22:00,01:30,03h 30m,1749.0,23 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
GreenLine Travels And Holidays,NON A/C Sleeper (2+1),21:35,02:45,05h 10m,849.0,21 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),21:45,23:59,02h 14m,920.0,16 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
GreenLine Travels And Holidays,NON A/C Sleeper (2+1),23:00,02:30,03h 30m,849.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Sugama Tourist,NON A/C Sleeper (2+1),23:00,03:00,04h 00m,650.0,29 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Bmcc Travels,A/C Sleeper (2+1),20:30,02:00,05h 30m,800.0,27 Seats available,2.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:00,00:30,03h 30m,2575.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Yolo Bus,A/C Sleeper (2+1),17:16,23:15,05h 59m,1803.0,19 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Yolo Bus,Bharat Benz A/C Sleeper (2+1),19:16,01:15,05h 59m,1400.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Sri Vinayaka Travels,A/C Sleeper (2+1),19:50,01:05,05h 15m,799.0,17 Seats available,2.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Bharathi Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:00,02:18,03h 18m,990.0,28 Seats available,1.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:10,03:00,03h 50m,1200.0,18 Seats available,1.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Morning Star Travels,A/C Sleeper (2+1),18:00,22:00,04h 00m,1290.0,17 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Morning Star Travels,A/C Sleeper (2+1),20:00,00:45,04h 45m,1290.0,20 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
S.L Travels,NON A/C Sleeper (2+1),18:50,23:35,04h 45m,890.0,14 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
AVM Tours And Travels,Non A/C Seater / Sleeper (2+1),20:00,01:45,05h 45m,1425.0,1 Seat available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:10,01:40,03h 30m,1500.0,8 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Mahi Trans Solutions,A/C Sleeper (2+1),20:30,00:30,04h 00m,3149.0,36 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Nagashree Travels,NON A/C Sleeper (2+1),22:30,03:30,05h 00m,800.0,31 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
SLC Road Lines,Non A/C Seater / Sleeper (2+1),22:00,00:45,02h 45m,2950.0,43 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),17:30,22:00,04h 30m,1690.0,13 Seats available,2.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
BTR Travels,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),20:00,02:00,06h 00m,3300.0,33 Seats available,1.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),19:00,23:05,04h 05m,1590.0,13 Seats available,1.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Sri Durgamba Travels,NON A/C Sleeper (2+1),23:00,03:30,04h 30m,800.0,34 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
GreenLine Travels And Holidays,A/C Sleeper (2+1),23:15,04:00,04h 45m,900.0,28 Seats available,1.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6842,Express(Non AC Seater),13:30,18:00,04h 30m,186.0,3 Seats available,2.9,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5751,Express(Non AC Seater),14:15,18:55,04h 40m,186.0,32 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:50,04h 20m,277.0,20 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9603,Express(Non AC Seater),16:00,20:25,04h 25m,186.0,45 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9046,Express(Non AC Seater),17:00,21:25,04h 25m,186.0,43 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9020,Express(Non AC Seater),17:30,21:55,04h 25m,186.0,41 Seats available,3.0,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47211,Express(Non AC Seater),18:30,22:55,04h 25m,186.0,43 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5515,Express(Non AC Seater),20:30,02:00,05h 30m,220.0,45 Seats available,4.9,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47216,Express(Non AC Seater),21:00,02:25,05h 25m,220.0,45 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47006,Express(Non AC Seater),21:30,02:30,05h 00m,217.0,44 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:00,04h 30m,277.0,31 Seats available,4.4,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:15,05h 45m,277.0,27 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5672,Express(Non AC Seater),21:30,02:10,04h 40m,186.0,43 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5394,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,02:30,04h 30m,229.0,35 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9887,Express(Non AC Seater),22:00,02:30,04h 30m,186.0,41 Seats available,4.6,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9008,Express(Non AC Seater),22:10,03:00,04h 50m,215.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47007,Express(Non AC Seater),22:15,03:15,05h 00m,220.0,42 Seats available,4.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47239,Express(Non AC Seater),22:30,04:00,05h 30m,220.0,45 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47025,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,03:25,04h 25m,229.0,16 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:15,04h 00m,277.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
